"","symbol","entrez","entrez_mouse","symbol_mouse"
"691","CDKN3","1033","72391","Cdkn3"
"692","CDO1","1036","12583","Cdo1"
"693","CDR2","1039","12585","Cdr2"
"694","CDS1","1040","74596","Cds1"
"695","CDX1","1044","12590","Cdx1"
"696","CDX2","1045","12591","Cdx2"
"697","CDX4","1046","12592","Cdx4"
"698","CLGN","1047","12745","Clgn"
"699","CEBPA","1050","12606","Cebpa"
"700","CEBPB","1051","12608","Cebpb"
"701","CEBPD","1052","12609","Cebpd"
"702","CEBPE","1053","110794","Cebpe"
"703","CEBPG","1054","12611","Cebpg"
"704","CEL","1056","12613","Cel"
"705","CENPA","1058","12615","Cenpa"
"706","CENPB","1059","12616","Cenpb"
"707","CENPC","1060","12617","Cenpc1"
"708","CENPE","1062","229841","Cenpe"
"709","CENPF","1063","108000","Cenpf"
"710","CES1","1066","104158","Ces1d"
"711","CETN1","1068","26369","Cetn1"
"712","CETN2","1069","26370","Cetn2"
"713","CETN3","1070","12626","Cetn3"
"714","CFL1","1072","12631","Cfl1"
"715","CFL2","1073","12632","Cfl2"
"716","CTSC","1075","13032","Ctsc"
"717","CFTR","1080","12638","Cftr"
"718","CGA","1081","12640","Cga"
"719","CHAD","1101","12643","Chad"
"720","RCBTB2","1102","105670","Rcbtb2"
"721","CHAT","1103","12647","Chat"
"722","RCC1","1104","100088","Rcc1"
"723","CHD1","1105","12648","Chd1"
"724","CHD2","1106","244059","Chd2"
"725","CHD3","1107","216848","Chd3"
"726","CHD4","1108","107932","Chd4"
"727","AKR1C4","1109","83702","Akr1c6"
"728","CHEK1","1111","12649","Chek1"
"729","CHGA","1113","12652","Chga"
"730","CHGB","1114","12653","Chgb"
"731","CHI3L1","1116","12654","Chil1"
"732","CHIT1","1118","71884","Chit1"
"733","CHKA","1119","12660","Chka"
"734","CHKB","1120","12651","Chkb"
"735","CHM","1121","12662","Chm"
"736","CHML","1122","12663","Chml"
"737","CHN1","1123","108699","Chn1"
"738","CHN2","1124","69993","Chn2"
"739","CHRM1","1128","12669","Chrm1"
"740","CHRM2","1129","243764","Chrm2"
"741","LYST","1130","17101","Lyst"
"742","CHRM3","1131","12671","Chrm3"
"743","CHRM4","1132","12672","Chrm4"
"744","CHRM5","1133","213788","Chrm5"
"745","CHRNA1","1134","11435","Chrna1"
"746","CHRNA2","1135","110902","Chrna2"
"747","CHRNA3","1136","110834","Chrna3"
"748","CHRNA4","1137","11438","Chrna4"
"749","CHRNA5","1138","110835","Chrna5"
"750","CHRNA7","1139","11441","Chrna7"
"751","CHRNB1","1140","11443","Chrnb1"
"752","CHRNB2","1141","11444","Chrnb2"
"753","CHRNB3","1142","108043","Chrnb3"
"754","CHRNB4","1143","108015","Chrnb4"
"755","CHRND","1144","11447","Chrnd"
"756","CHRNE","1145","11448","Chrne"
"757","CHRNG","1146","11449","Chrng"
"758","CHUK","1147","12675","Chuk"
"759","CIDEA","1149","12683","Cidea"
"760","CKB","1152","12709","Ckb"
"761","CIRBP","1153","12696","Cirbp"
"762","CISH","1154","12700","Cish"
"763","TBCB","1155","66411","Tbcb"
"764","CKM","1158","12715","Ckm"
"765","CKMT1B","1159","12716","Ckmt1"
"766","CKMT2","1160","76722","Ckmt2"
"767","ERCC8","1161","71991","Ercc8"
"768","CKS1B","1163","54124","Cks1b"
"769","CKS2","1164","66197","Cks2"
"770","AP2M1","1173","11773","Ap2m1"
"771","AP1S1","1174","11769","Ap1s1"
"772","AP2S1","1175","232910","Ap2s1"
"773","AP3S1","1176","11777","Ap3s1"
"774","CLCA1","1179","23844","Clca1"
"775","CLCN1","1180","12723","Clcn1"
"776","CLCN2","1181","12724","Clcn2"
"777","CLCN3","1182","12725","Clcn3"
"778","CLCN4","1183","12727","Clcn4"
"779","CLCN5","1184","12728","Clcn5"
"780","CLCN6","1185","26372","Clcn6"
"781","CLCN7","1186","26373","Clcn7"
"782","CLCNKA","1187","56365","Clcnkb"
"783","CLCNKB","1188","12733","Clcnka"
"784","CLU","1191","12759","Clu"
"785","CLIC1","1192","114584","Clic1"
"786","CLK1","1195","12747","Clk1"
"787","CLK2","1196","12748","Clk2"
"788","CLK3","1198","102414","Clk3"
"789","TPP1","1200","12751","Tpp1"
"790","CLN3","1201","12752","Cln3"
"791","CLN5","1203","211286","Cln5"
"792","CLNS1A","1207","12729","Clns1a"
"793","CLPS","1208","109791","Clps"
"794","CLPTM1","1209","56457","Clptm1"
"795","CLTA","1211","12757","Clta"
"796","CLTB","1212","74325","Cltb"
"797","CLTC","1213","67300","Cltc"
"798","CMA1","1215","17228","Cma1"
"799","CCR1","1230","12768","Ccr1"
"800","CCR3","1232","12771","Ccr3"
"801","CCR4","1233","12773","Ccr4"
"802","CCR5","1234","12774","Ccr5"
"803","CCR6","1235","12458","Ccr6"
"804","CCR7","1236","12775","Ccr7"
"805","CCR8","1237","12776","Ccr8"
"806","ACKR2","1238","59289","Ackr2"
"807","CMKLR1","1240","14747","Cmklr1"
"808","LTB4R","1241","16995","Ltb4r1"
"809","ABCC2","1244","12780","Abcc2"
"810","CNGA1","1259","12788","Cnga1"
"811","CNGA2","1260","12789","Cnga2"
"812","CNGA3","1261","12790","Cnga3"
"813","CNGA4","1262","233649","Cnga4"
"814","PLK3","1263","12795","Plk3"
"815","CNN1","1264","12797","Cnn1"
"816","CNN2","1265","12798","Cnn2"
"817","CNN3","1266","71994","Cnn3"
"818","CNP","1267","12799","Cnp"
"819","CNR1","1268","12801","Cnr1"
"820","CNR2","1269","12802","Cnr2"
"821","CNTF","1270","12803","Cntf"
"822","CNTFR","1271","12804","Cntfr"
"823","CNTN1","1272","12805","Cntn1"
"824","COL1A1","1277","12842","Col1a1"
"825","COL1A2","1278","12843","Col1a2"
"826","COL2A1","1280","12824","Col2a1"
"827","COL3A1","1281","12825","Col3a1"
"828","COL4A1","1282","12826","Col4a1"
"829","COL4A2","1284","12827","Col4a2"
"830","COL4A3","1285","12828","Col4a3"
"831","COL4A4","1286","12829","Col4a4"
"832","COL4A5","1287","12830","Col4a5"
"833","COL4A6","1288","94216","Col4a6"
"834","COL5A1","1289","12831","Col5a1"
"835","COL5A2","1290","12832","Col5a2"
"836","COL6A1","1291","12833","Col6a1"
"837","COL6A2","1292","12834","Col6a2"
"838","COL6A3","1293","12835","Col6a3"
"839","COL7A1","1294","12836","Col7a1"
"840","COL8A1","1295","12837","Col8a1"
"841","COL8A2","1296","329941","Col8a2"
"842","COL9A1","1297","12839","Col9a1"
"843","COL9A2","1298","12840","Col9a2"
"844","COL9A3","1299","12841","Col9a3"
"845","COL10A1","1300","12813","Col10a1"
"846","COL11A1","1301","12814","Col11a1"
"847","COL11A2","1302","12815","Col11a2"
"848","COL12A1","1303","12816","Col12a1"
"849","COL13A1","1305","12817","Col13a1"
"850","COL15A1","1306","12819","Col15a1"
"851","COL16A1","1307","107581","Col16a1"
"852","COL19A1","1310","12823","Col19a1"
"853","COMP","1311","12845","Comp"
"854","COMT","1312","12846","Comt"
"855","COPA","1314","12847","Copa"
"856","COPB1","1315","70349","Copb1"
"857","KLF6","1316","23849","Klf6"
"858","SLC31A1","1317","20529","Slc31a1"
"859","SLC31A2","1318","20530","Slc31a2"
"860","CORT","1325","12854","Cort"
"861","MAP3K8","1326","26410","Map3k8"
"862","COX4I1","1327","12857","Cox4i1"
"863","COX6A1","1337","12861","Cox6a1"
"864","COX6A2","1339","12862","Cox6a2"
"865","COX6B1","1340","110323","Cox6b1"
"866","COX6C","1345","102640946","LOC102640946"
"867","COX7A1","1346","12865","Cox7a1"
"868","COX7A2","1347","12866","Cox7a2"
"869","COX7B","1349","66142","Cox7b"
"870","COX8A","1351","12868","Cox8a"
"871","COX10","1352","70383","Cox10"
"872","COX11","1353","69802","Cox11"
"873","COX15","1355","226139","Cox15"
"874","CP","1356","12870","Cp"
"875","CPA1","1357","109697","Cpa1"
"876","CPA2","1358","232680","Cpa2"
"877","CPA3","1359","12873","Cpa3"
"878","CPB1","1360","76703","Cpb1"
"879","CPB2","1361","56373","Cpb2"
"880","CPD","1362","12874","Cpd"
"881","CPE","1363","12876","Cpe"
"882","CLDN4","1364","12740","Cldn4"
"883","CLDN3","1365","12739","Cldn3"
"884","CLDN7","1366","53624","Cldn7"
"885","CPM","1368","70574","Cpm"
"886","CPN1","1369","93721","Cpn1"
"887","CPN2","1370","71756","Cpn2"
"888","CPOX","1371","12892","Cpox"
"889","CPS1","1373","227231","Cps1"
"890","CPT1A","1374","12894","Cpt1a"
"891","CPT1B","1375","12895","Cpt1b"
"892","CPT2","1376","12896","Cpt2"
"893","CR1L","1379","12946","Cr1l"
"894","CR2","1380","12902","Cr2"
"895","CRABP1","1381","12903","Crabp1"
"896","CRABP2","1382","12904","Crabp2"
"897","CRAT","1384","12908","Crat"
"898","CREB1","1385","12912","Creb1"
"899","ATF2","1386","11909","Atf2"
"900","CREBBP","1387","12914","Crebbp"
"901","ATF6B","1388","12915","Atf6b"
"902","CREBL2","1389","232430","Crebl2"
"903","CREM","1390","12916","Crem"
"904","CRH","1392","12918","Crh"
"905","CRHBP","1393","12919","Crhbp"
"906","CRHR1","1394","12921","Crhr1"
"907","CRHR2","1395","12922","Crhr2"
"908","CRIP1","1396","12925","Crip1"
"909","CRK","1398","12928","Crk"
"910","CRKL","1399","12929","Crkl"
"911","CRMP1","1400","12933","Crmp1"
"912","CRP","1401","12944","Crp"
"913","HAPLN1","1404","12950","Hapln1"
"914","CRX","1406","12951","Crx"
"915","CRY1","1407","12952","Cry1"
"916","CRY2","1408","12953","Cry2"
"917","CRYAA","1409","12954","Cryaa"
"918","CRYAB","1410","12955","Cryab"
"919","CRYBA1","1411","12957","Cryba1"
"920","CRYBA2","1412","12958","Cryba2"
"921","CRYBA4","1413","12959","Cryba4"
"922","CRYBB1","1414","12960","Crybb1"
"923","CRYBB2","1415","12961","Crybb2"
"924","CRYBB3","1417","12962","Crybb3"
"925","CRYGA","1418","12964","Cryga"
"926","CRYGB","1419","12965","Crygb"
"927","CRYGC","1420","12966","Crygc"
"928","CRYGD","1421","12967","Crygd"
"929","CRYGS","1427","12970","Crygs"
"930","CRYM","1428","12971","Crym"
"931","CRYZ","1429","12972","Cryz"
"932","CS","1431","12974","Cs"
"933","MAPK14","1432","26416","Mapk14"
"934","CSE1L","1434","110750","Cse1l"
"935","CSF1","1435","12977","Csf1"
"936","CSF1R","1436","12978","Csf1r"
"937","CSF2","1437","12981","Csf2"
"938","CSF2RA","1438","12982","Csf2ra"
"939","CSF2RB","1439","12983","Csf2rb"
"940","CSF3","1440","12985","Csf3"
"941","CSF3R","1441","12986","Csf3r"
"942","CSHL1","1444","14599","Gh"
"943","CSK","1445","12988","Csk"
"944","CSN2","1447","12991","Csn2"
"945","CSN3","1448","12994","Csn3"
"946","CSNK1A1","1452","93687","Csnk1a1"
"947","CSNK1D","1453","104318","Csnk1d"
"948","CSNK1E","1454","27373","Csnk1e"
"949","CSNK1G2","1455","103236","Csnk1g2"
"950","CSNK1G3","1456","70425","Csnk1g3"
"951","CSNK2A1","1457","12995","Csnk2a1"
"952","CSNK2A2","1459","13000","Csnk2a2"
"953","CSNK2B","1460","13001","Csnk2b"
"954","VCAN","1462","13003","Vcan"
"955","NCAN","1463","13004","Ncan"
"956","CSPG4","1464","121021","Cspg4"
"957","CSRP1","1465","13007","Csrp1"
"958","CSRP2","1466","13008","Csrp2"
"959","SLC25A10","1468","27376","Slc25a10"
"960","CST3","1471","13010","Cst3"
"961","CST5","1473","58214","Cst10"
"962","CST6","1474","73720","Cst6"
"963","CSTA","1475","76770","2010005H15Rik"
"964","CSTB","1476","13014","Cstb"
"965","CSTF1","1477","67337","Cstf1"
"966","CSTF2","1478","108062","Cstf2"
"967","CSTF3","1479","228410","Cstf3"
"968","NKX2-5","1482","18091","Nkx2-5"
"969","CTBS","1486","74245","Ctbs"
"970","CTBP1","1487","13016","Ctbp1"
"971","CTBP2","1488","13017","Ctbp2"
"972","CTF1","1489","13019","Ctf1"
"973","CTGF","1490","14219","Ctgf"
"974","CTH","1491","107869","Cth"
"975","CTLA4","1493","12477","Ctla4"
"976","CTNNA1","1495","12385","Ctnna1"
"977","CTNNA2","1496","12386","Ctnna2"
"978","CTNS","1497","83429","Ctns"
"979","CTNNB1","1499","12387","Ctnnb1"
"980","CTNND1","1500","12388","Ctnnd1"
"981","CTNND2","1501","18163","Ctnnd2"
"982","CTPS1","1503","51797","Ctps"
"983","CTRL","1506","109660","Ctrl"
"984","CTSB","1508","13030","Ctsb"
"985","CTSD","1509","13033","Ctsd"
"986","CTSE","1510","13034","Ctse"
"987","CTSG","1511","13035","Ctsg"
"988","CTSH","1512","13036","Ctsh"
"989","CTSK","1513","13038","Ctsk"
"990","CTSV","1515","13039","Ctsl"
"991","CTSO","1519","229445","Ctso"
"992","CTSS","1520","13040","Ctss"
"993","CTSW","1521","13041","Ctsw"
"994","CTSZ","1522","64138","Ctsz"
"995","CX3CR1","1524","13051","Cx3cr1"
"996","CXADR","1525","13052","Cxadr"
"997","TEX28","1527","385380","Tex28"
"998","CYB5A","1528","109672","Cyb5a"
"999","CYB561","1534","13056","Cyb561"
"1000","CYBA","1535","13057","Cyba"
"1001","CYBB","1536","13058","Cybb"
"1002","CYC1","1537","66445","Cyc1"
"1003","CYLD","1540","74256","Cyld"
"1004","CYP1A1","1543","13076","Cyp1a1"
"1005","CYP1A2","1544","13077","Cyp1a2"
"1006","CYP1B1","1545","13078","Cyp1b1"
"1007","CYP2A6","1548","13086","Cyp2a4"
"1008","CYP3A7","1551","13113","Cyp3a13"
"1009","CYP2B6","1555","13088","Cyp2b10"
"1010","CYP2C8","1558","13095","Cyp2c29"
"1011","CYP2C9","1559","69888","Cyp2c66"
"1012","CYP2C18","1562","72082","Cyp2c55"
"1013","CYP2E1","1571","13106","Cyp2e1"
"1014","CYP2F1","1572","13107","Cyp2f2"
"1015","CYP2J2","1573","13110","Cyp2j6"
"1016","CYP3A5","1577","13112","Cyp3a11"
"1017","CYP4A11","1579","13117","Cyp4a10"
"1018","CYP4B1","1580","13120","Cyp4b1"
"1019","CYP7A1","1581","13122","Cyp7a1"
"1020","CYP8B1","1582","13124","Cyp8b1"
"1021","CYP11A1","1583","13070","Cyp11a1"
"1022","CYP11B1","1584","13072","Cyp11b2"
"1023","CYP11B2","1585","110115","Cyp11b1"
"1024","CYP17A1","1586","13074","Cyp17a1"
"1025","CYP19A1","1588","13075","Cyp19a1"
"1026","CYP21A2","1589","13079","Cyp21a1"
"1027","CYP24A1","1591","13081","Cyp24a1"
"1028","CYP26A1","1592","13082","Cyp26a1"
"1029","CYP27A1","1593","104086","Cyp27a1"
"1030","CYP27B1","1594","13115","Cyp27b1"
"1031","CYP51A1","1595","13121","Cyp51"
"1032","DAB1","1600","13131","Dab1"
"1033","DAB2","1601","13132","Dab2"
"1034","DACH1","1602","13134","Dach1"
"1035","DAD1","1603","13135","Dad1"
"1036","CD55","1604","13136","Cd55"
"1037","DAG1","1605","13138","Dag1"
"1038","DGKA","1606","13139","Dgka"
"1039","DGKB","1607","217480","Dgkb"
"1040","DGKG","1608","110197","Dgkg"
"1041","DGKQ","1609","110524","Dgkq"
"1042","DAO","1610","13142","Dao"
"1043","DAP","1611","223453","Dap"
"1044","DAPK1","1612","69635","Dapk1"
"1045","DAPK3","1613","13144","Dapk3"
"1046","DARS","1615","226414","Dars"
"1047","DAXX","1616","13163","Daxx"
"1048","BRINP1","1620","56710","Brinp1"
"1049","DBH","1621","13166","Dbh"
"1050","DBI","1622","13167","Dbi"
"1051","DBN1","1627","56320","Dbn1"
"1052","DBP","1628","13170","Dbp"
"1053","DBT","1629","13171","Dbt"
"1054","DCC","1630","13176","Dcc"
"1055","ECI1","1632","13177","Eci1"
"1056","DCK","1633","13178","Dck"
"1057","DCN","1634","13179","Dcn"
"1058","DCTD","1635","320685","Dctd"
"1059","ACE","1636","11421","Ace"
"1060","DCT","1638","13190","Dct"
"1061","DCTN1","1639","13191","Dctn1"
"1062","DCX","1641","13193","Dcx"
"1063","DDB1","1642","13194","Ddb1"
"1064","DDB2","1643","107986","Ddb2"
"1065","DDC","1644","13195","Ddc"
"1066","AKR1C1","1645","77337","Akr1c21"
"1067","GADD45A","1647","13197","Gadd45a"
"1068","DDIT3","1649","13198","Ddit3"
"1069","DDOST","1650","13200","Ddost"
"1070","DDT","1652","13202","Ddt"
"1071","DDX1","1653","104721","Ddx1"
"1072","DDX3X","1654","13205","Ddx3x"
"1073","DDX5","1655","13207","Ddx5"
"1074","DDX6","1656","13209","Ddx6"
"1075","DMXL1","1657","240283","Dmxl1"
"1076","DHX8","1659","217207","Dhx8"
"1077","DHX9","1660","13211","Dhx9"
"1078","DDX10","1662","77591","Ddx10"
"1079","DDX11","1663","320209","Ddx11"
"1080","DHX15","1665","13204","Dhx15"
"1081","DECR1","1666","67460","Decr1"
"1082","DES","1674","13346","Des"
"1083","CFD","1675","11537","Cfd"
"1084","DFFA","1676","13347","Dffa"
"1085","DFFB","1677","13368","Dffb"
"1086","TIMM8A","1678","30058","Timm8a1"
"1087","GSDME","1687","54722","Gsdme"
"1088","COCH","1690","12810","Coch"
"1089","DGUOK","1716","27369","Dguok"
"1090","DHCR7","1717","13360","Dhcr7"
"1091","DHCR24","1718","74754","Dhcr24"
"1092","DHFR","1719","13361","Dhfr"
"1093","DHODH","1723","56749","Dhodh"
"1094","DHPS","1725","330817","Dhps"
"1095","NQO1","1728","18104","Nqo1"
"1096","DIAPH1","1729","13367","Diaph1"
"1097","SEPT1","1731","54204","Sept1"
"1098","DIO1","1733","13370","Dio1"
"1099","DIO2","1734","13371","Dio2"
"1100","DIO3","1735","107585","Dio3"
"1101","DKC1","1736","245474","Dkc1"
"1102","DLAT","1737","235339","Dlat"
"1103","DLD","1738","13382","Dld"
"1104","DLG1","1739","13383","Dlg1"
"1105","DLG2","1740","23859","Dlg2"
"1106","DLG3","1741","53310","Dlg3"
"1107","DLG4","1742","13385","Dlg4"
"1108","DLST","1743","78920","Dlst"
"1109","DLX1","1745","13390","Dlx1"
"1110","DLX2","1746","13392","Dlx2"
"1111","DLX3","1747","13393","Dlx3"
"1112","DLX4","1748","13394","Dlx4"
"1113","DLX5","1749","13395","Dlx5"
"1114","DLX6","1750","13396","Dlx6"
"1115","DMBT1","1755","12945","Dmbt1"
"1116","DMD","1756","13405","Dmd"
"1117","SARDH","1757","192166","Sardh"
"1118","DMP1","1758","13406","Dmp1"
"1119","DNM1","1759","13429","Dnm1"
"1120","DMPK","1760","13400","Dmpk"
"1121","DMRT1","1761","50796","Dmrt1"
"1122","DMWD","1762","13401","Dmwd"
"1123","DNA2","1763","327762","Dna2"
"1124","DNAH5","1767","110082","Dnah5"
"1125","DNAH6","1768","330355","Dnah6"
"1126","DNAH8","1769","13417","Dnah8"
"1127","DNAH9","1770","237806","Dnah9"
"1128","DNASE1","1773","13419","Dnase1"
"1129","DNASE1L1","1774","69537","Dnase1l1"
"1130","DNASE1L2","1775","66705","Dnase1l2"
"1131","DNASE1L3","1776","13421","Dnase1l3"
"1132","DNASE2","1777","13423","Dnase2a"
"1133","DYNC1H1","1778","13424","Dync1h1"
"1134","DYNC1I1","1780","13426","Dync1i1"
"1135","DYNC1LI2","1783","234663","Dync1li2"
"1136","DNM2","1785","13430","Dnm2"
"1137","DNMT1","1786","13433","Dnmt1"
"1138","TRDMT1","1787","13434","Trdmt1"
"1139","DNMT3A","1788","13435","Dnmt3a"
"1140","DNMT3B","1789","13436","Dnmt3b"
"1141","DNTT","1791","21673","Dntt"
"1142","DOCK1","1793","330662","Dock1"
"1143","DOCK2","1794","94176","Dock2"
"1144","DOCK3","1795","208869","Dock3"
"1145","DOK1","1796","13448","Dok1"
"1146","DXO","1797","112403","Dxo"
"1147","DPAGT1","1798","13478","Dpagt1"
"1148","DPEP1","1800","13479","Dpep1"
"1149","DPH1","1801","116905","Dph1"
"1150","DPH2","1802","67728","Dph2"
"1151","DPP4","1803","13482","Dpp4"
"1152","DPP6","1804","13483","Dpp6"
"1153","DPT","1805","56429","Dpt"
"1154","DPYD","1806","99586","Dpyd"
"1155","DPYS","1807","64705","Dpys"
"1156","DPYSL2","1808","12934","Dpysl2"
"1157","DPYSL3","1809","22240","Dpysl3"
"1158","DR1","1810","13486","Dr1"
"1159","SLC26A3","1811","13487","Slc26a3"
"1160","DRD1","1812","13488","Drd1"
"1161","DRD2","1813","13489","Drd2"
"1162","DRD3","1814","13490","Drd3"
"1163","DRD4","1815","13491","Drd4"
"1164","DRD5","1816","13492","Drd5"
"1165","DRG2","1819","13495","Drg2"
"1166","ARID3A","1820","13496","Arid3a"
"1167","DRP2","1821","13497","Drp2"
"1168","ATN1","1822","13498","Atn1"
"1169","DSC1","1823","13505","Dsc1"
"1170","DSC2","1824","13506","Dsc2"
"1171","DSC3","1825","13507","Dsc3"
"1172","DSCAM","1826","13508","Dscam"
"1173","RCAN1","1827","54720","Rcan1"
"1174","DSG1","1828","13510","Dsg1a"
"1175","DSG2","1829","13511","Dsg2"
"1176","DSG3","1830","13512","Dsg3"
"1177","TSC22D3","1831","14605","Tsc22d3"
"1178","DSP","1832","109620","Dsp"
"1179","EPYC","1833","13516","Epyc"
"1180","SLC26A2","1836","13521","Slc26a2"
"1181","DTNA","1837","13527","Dtna"
"1182","DTNB","1838","13528","Dtnb"
"1183","HBEGF","1839","15200","Hbegf"
"1184","DTX1","1840","14357","Dtx1"
"1185","DTYMK","1841","21915","Dtymk"
"1186","ECM2","1842","407800","Ecm2"
"1187","DUSP1","1843","19252","Dusp1"
"1188","DUSP2","1844","13537","Dusp2"
"1189","DUSP3","1845","72349","Dusp3"
"1190","DUSP4","1846","319520","Dusp4"
"1191","DUSP5","1847","240672","Dusp5"
"1192","DUSP6","1848","67603","Dusp6"
"1193","DUSP7","1849","235584","Dusp7"
"1194","DUSP8","1850","18218","Dusp8"
"1195","DUSP9","1852","75590","Dusp9"
"1196","DUT","1854","110074","Dut"
"1197","DVL1","1855","13542","Dvl1"
"1198","DVL2","1856","13543","Dvl2"
"1199","DVL3","1857","13544","Dvl3"
"1200","DYRK1A","1859","13548","Dyrk1a"
"1201","TOR1A","1861","30931","Tor1a"
"1202","E2F1","1869","13555","E2f1"
"1203","E2F2","1870","242705","E2f2"
"1204","E2F3","1871","13557","E2f3"
"1205","E2F4","1874","104394","E2f4"
"1206","E2F5","1875","13559","E2f5"
"1207","E2F6","1876","50496","E2f6"
"1208","E4F1","1877","13560","E4f1"
"1209","EBF1","1879","13591","Ebf1"
"1210","GPR183","1880","321019","Gpr183"
"1211","ECE1","1889","230857","Ece1"
"1212","TYMP","1890","72962","Tymp"
"1213","ECH1","1891","51798","Ech1"
"1214","ECHS1","1892","93747","Echs1"
"1215","ECM1","1893","13601","Ecm1"
"1216","ECT2","1894","13605","Ect2"
"1217","S1PR1","1901","13609","S1pr1"
"1218","LPAR1","1902","14745","Lpar1"
"1219","S1PR3","1903","13610","S1pr3"
"1220","EDN1","1906","13614","Edn1"
"1221","EDN2","1907","13615","Edn2"
"1222","EDN3","1908","13616","Edn3"
"1223","EDNRA","1909","13617","Ednra"
"1224","EDNRB","1910","13618","Ednrb"
"1225","PHC1","1911","13619","Phc1"
"1226","PHC2","1912","54383","Phc2"
"1227","EEF1A1","1915","13627","Eef1a1"
"1228","EEF1A2","1917","13628","Eef1a2"
"1229","EEF1B2","1933","55949","Eef1b2"
"1230","EEF1D","1936","66656","Eef1d"
"1231","EEF1G","1937","67160","Eef1g"
"1232","EEF2","1938","13629","Eef2"
"1233","EIF2D","1939","16865","Eif2d"
"1234","EFNA1","1942","13636","Efna1"
"1235","EFNA2","1943","13637","Efna2"
"1236","EFNA3","1944","13638","Efna3"
"1237","EFNA4","1945","13639","Efna4"
"1238","EFNA5","1946","13640","Efna5"
"1239","EFNB1","1947","13641","Efnb1"
